payment_id,policy_id,payment_date,payment_amount,payment_type
1373,378,2022-12-14,1274.21,Premium
1374,388,2022-10-13,1247.89,Premium
1375,781,2023-03-22,1271.49,Premium
1376,209,2021-01-15,1661.25,Claim Payout
1377,16,2024-06-22,1003.98,Premium
1378,986,2023-11-01,1149.15,Premium
1379,367,2020-11-07,656.86,Premium
1380,780,2022-01-01,1747.36,Premium
1381,440,2025-05-05,882.21,Refund
1382,690,2023-07-09,892.12,Claim Payout
1383,1060,2023-12-19,878.64,Claim Payout
1384,847,2022-06-14,774.29,Premium
1385,422,2023-01-07,744.7,Premium
1386,608,2022-01-18,816.7,Premium
1387,20,2022-02-17,521.97,Premium
1388,676,2025-08-05,725.14,Premium
1389,382,2022-03-28,1682.14,Premium
1390,609,2022-08-19,1257.48,Claim Payout
1391,143,2022-09-18,1324.07,Premium
1392,62,2022-12-23,1412.02,Premium
1393,238,2022-04-26,1641.95,Premium
1394,1155,2022-07-27,380.0,Premium
1395,1147,2022-04-10,569.54,Premium
1396,927,2022-10-19,718.7,Premium
1397,342,2023-12-29,835.59,Premium
1398,455,2021-09-30,894.8,Premium
1399,282,2021-03-12,843.56,Refund
1400,886,2021-05-06,1076.76,Premium
1401,1025,2020-11-17,1012.35,Premium
1402,723,2025-07-10,747.01,Premium
1403,87,2020-01-28,238.56,Premium
1404,665,2020-06-22,652.5,Claim Payout
1405,862,2025-05-29,807.77,Premium
1406,61,2024-02-29,913.52,Premium
1407,797,2023-07-15,604.62,Claim Payout
1408,95,2025-07-09,828.22,Premium
1409,786,2023-01-30,604.15,Premium
1410,1171,2025-07-03,955.96,Premium
1411,961,2022-01-19,624.42,Premium
1412,297,2025-09-24,702.88,Claim Payout
1413,1147,2023-02-21,541.96,Premium
1414,694,2024-06-17,946.27,Premium
1415,399,2022-06-28,696.74,Premium
1416,946,2021-06-09,1317.37,Premium
1417,534,2020-08-09,1142.05,Premium
1418,402,2025-11-23,975.55,Premium
1419,130,2024-09-29,720.88,Premium
1420,292,2025-05-13,1133.18,Premium
1421,276,2020-05-13,1241.75,Claim Payout
1422,912,2025-08-20,1049.94,Premium
1423,926,2023-11-23,1561.3,Premium
1424,55,2024-05-31,1160.87,Premium
1425,739,2021-12-16,1319.76,Claim Payout
1426,1050,2025-02-15,1046.75,Refund
1427,765,2021-05-08,1236.48,Refund
1428,642,2025-10-23,721.13,Premium
1429,724,2025-02-27,839.56,Refund
1430,802,2023-07-16,1122.28,Premium
1431,738,2020-02-04,1119.73,Premium
1432,758,2020-02-18,1177.66,Premium
1433,567,2022-05-13,1385.14,Refund
1434,340,2024-04-03,501.26,Refund
1435,153,2021-02-16,658.94,Claim Payout
1436,1004,2023-08-25,1080.35,Claim Payout
1437,427,2024-01-21,746.47,Premium
1438,1003,2022-11-29,2182.22,Premium
1439,204,2022-02-05,1180.5,Premium
1440,1136,2022-12-12,972.58,Claim Payout
1441,325,2022-08-29,819.59,Premium
1442,950,2023-01-08,831.94,Claim Payout
1443,951,2025-04-14,1010.55,Premium
1444,939,2023-11-06,1039.19,Premium
1445,957,2024-02-07,840.16,Premium
1446,894,2022-01-23,904.4,Premium
1447,435,2025-08-04,1470.5,Claim Payout
1448,371,2024-10-02,1484.58,Premium
1449,933,2022-05-12,1088.21,Premium
1450,249,2024-09-12,530.56,Premium
1451,891,2024-03-04,1188.48,Premium
1452,181,2024-02-04,1544.0,Premium
1453,703,2024-06-28,1479.42,Premium
1454,999,2023-02-19,1257.05,Claim Payout
1455,78,2025-01-20,1497.85,Premium
1456,919,2022-01-06,1018.68,Premium
1457,885,2021-06-21,1219.84,Premium
1458,336,2022-07-25,761.73,Premium
1459,50,2021-02-13,1102.29,Premium
1460,85,2023-01-10,1465.34,Premium
1461,695,2022-08-23,793.7,Premium
1462,4,2024-11-05,698.49,Premium
1463,993,2024-04-09,1034.12,Premium
1464,317,2022-03-14,920.67,Refund
1465,1135,2021-08-20,1227.2,Claim Payout
1466,763,2021-09-04,841.36,Premium
1467,1157,2025-04-21,1601.45,Premium
1468,612,2020-02-09,548.61,Premium
1469,1005,2021-12-24,1438.81,Premium
1470,914,2024-09-22,732.3,Refund
1471,799,2025-08-08,371.41,Refund
1472,119,2021-07-04,1083.26,Premium
1473,350,2025-10-18,910.89,Premium
1474,917,2025-12-27,611.64,Premium
1475,687,2023-07-17,411.52,Premium
1476,542,2025-06-16,997.07,Refund
1477,1079,2023-05-13,1341.54,Premium
1478,361,2022-10-24,1204.73,Premium
1479,708,2020-07-14,1019.85,Premium
1480,685,2024-06-19,1167.6,Premium
1481,330,2021-02-09,990.48,Premium
1482,219,2021-10-31,499.6,Premium
1483,208,2020-09-02,502.69,Premium
1484,845,2022-06-01,928.89,Premium
1485,85,2022-11-07,943.77,Claim Payout
1486,685,2025-05-05,1297.84,Premium
1487,245,2021-01-29,1265.06,Claim Payout
1488,872,2025-01-16,1211.8,Premium
1489,1023,2023-10-02,901.9,Premium
1490,596,2022-11-30,516.77,Claim Payout
1491,685,2024-01-18,1144.22,Premium
1492,1157,2024-01-15,1183.81,Refund
1493,1014,2022-11-21,164.01,Premium
1494,1014,2023-11-10,707.98,Premium
1495,350,2020-03-22,758.13,Premium
1496,282,2024-08-13,1041.42,Claim Payout
1497,293,2021-05-11,718.82,Claim Payout
1498,984,2023-12-09,986.65,Premium
1499,20,2022-03-25,926.31,Premium
1500,759,2021-12-15,944.3,Premium
